occ,loanamt,action,msa,suffolk,appinc,typur,unit,married,dep,emp,yjob,self,atotinc,cototinc,hexp,price,other,liq,rep,gdlin,lines,mortg,cons,pubrec,hrat,obrat,fixadj,term,apr,prop,inss,inson,gift,cosign,unver,review,netw,unem,min30,bd,mi,old,vr,sch,black,hispan,male,reject,approve,mortno,mortperf,mortlat1,mortlat2,chist,multi,loanprc,thick,white
1,108,3,1120,0,43,0,1,0,0,0,0,0,2101,1500,1131,171,0,38,2,0,3,2,6,0,31,31,1,360,181,2,0,0,1,0,0,1,38,3.599999905,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.631578922,0,0
1,125,1,1120,0,54,0,1,1,3,0,0,0,4490,0,1192,215,0,10,1,1,5,1,1,0,30,41,1,360,225,2,0,0,0,0,0,1,391,3.900000095,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0.581395328,0,1
1,151,1,1120,0,107,1,1,0,0,0,0,0,4843,3806,1606,188.6000061,0,18.39999962,2,1,12,2,6,0,18.60000038,33.59999847,0,360,191,2,0,0,0,0,0,3,141.3999939,3.200000048,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.800636232,0,1
1,297,1,1120,0,135,0,1,1,0,0,0,0,13650,0,3143,410,23,121,0,1,14,2,1,0,23,38.5,1,360,371,1,0,0,0,0,0,999,212,3.200000048,,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.724390268,0,1
1,138,1,1120,0,78,1,1,1,0,0,0,0,2917,3583,1427,173,0,63,2,1,8,1,3,0,21,37,0,360,179,2,0,0,0,0,0,1,152,3.099999905,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0.797687888,0,1
1,135,3,1120,1,56,0,1,1,0,0,0,0,4700,0,1456,150,0,8,1,0,1,2,4,0,31,31,0,360,153,2,1,0,0,0,1,1,42,3.200000048,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0.899999976,0,0
1,144,1,1120,0,80,0,2,1,0,0,0,0,4225,2417,1298,189,40,57,0,1,4,2,1,0,17.79999924,22.79999924,1,360,200,3,0,0,0,0,0,999,450,3.099999905,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0.761904776,0,1
1,281,1,1120,0,94,9,1,1,3,0,0,0,7976,0,2545,350,0,81,2,1,24,2,1,0,32,40,0,360,354,2,0,0,0,0,0,3,150,3.099999905,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.802857161,0,1
1,115,1,1120,0,69,1,1,0,0,0,0,0,3808,1945,1282,145,0,70,1,1,7,2,1,0,20,22,0,360,148,2,0,0,0,0,0,2,132,3.099999905,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.793103456,0,1
1,152,1,1120,0,99,1,1,1,0,0,1,0,4652,3583,1680,171,0,28,1,1,29,2,1,0,19,31,0,360,172,2,1,0,0,0,0,1,52,3.200000048,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.888888896,0,1
1,160,1,1120,0,60,0,2,,,0,0,0,3816,754,1600,184,0,39,1,1,2,2,6,1,35,35,0,360,185,3,0,0,0,0,0,5,70,3.900000095,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0.869565189,0,0
1,130,1,1120,0,65,0,1,1,0,1,1,0,3445,0,1368,192,0,18,2,0,18,1,2,0,40,44,0,360,193,2,0,0,0,0,0,3,237,5.300000191,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.677083313,0,1
1,187,1,1120,0,92,8,1,1,0,0,0,0,7666,0,2081,392,0,256.7000122,2,1,7,2,1,0,27.10000038,28.10000038,0,360,400,2,0,0,0,0,0,1,254.3200073,3.200000048,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.477040827,0,1
1,109,1,1120,1,91,3,1,1,0,1,1,0,2340,5216,1128,136,0,67,2,1,25,2,1,0,15,32,0,360,139,2,0,0,0,0,0,1,66,4.300000191,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0.801470578,0,0
1,188,3,1120,0,91,0,1,1,0,0,1,0,2458,5105,1990,210,0,9,1,0,11,1,6,1,26,38,0,360,213,2,0,0,0,0,0,0,228,3.200000048,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.895238101,0,1
1,107,1,1120,0,48,1,1,0,0,0,1,0,3975,0,1157,119,0,15,1,1,3,2,2,1,30,35,0,360,119,2,1,0,0,0,0,1,48,3.099999905,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.89915967,0,1
1,148,1,1120,0,74,3,1,1,2,0,0,0,6125,0,1583,185,0,52,4,1,10,1,1,0,27,32,0,360,185,2,0,0,0,0,0,2,174,3.200000048,,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.800000012,1,1
1,126,1,1120,0,44,0,1,0,0,0,1,0,3695,0,1184,139,0,35,2,1,7,2,2,0,30.07999992,31.10000038,0,360,140,2,1,0,0,0,0,2,112.2799988,3.200000048,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.906474829,0,1
1,278,1,1120,0,115,5,1,1,3,0,0,0,9583,0,3125,370,0,141,1,1,9,1,1,0,30,39,0,360,370,2,0,0,0,0,0,1,554,3.099999905,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.751351357,0,1
1,95,1,1120,0,43,1,1,0,0,0,1,0,3250,0,998,125,0,1.5,1,1,8,1,2,0,30.71999931,34.70000076,0,360,125,1,0,0,0,0,0,3,34.20000076,3.200000048,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.75999999,0,1
1,100,1,1120,0,51,1,1,1,1,0,1,0,3052,1030,1067,243,0,40,0,1,7,1,1,0,26.10000038,26.60000038,0,360,243,2,0,0,0,0,0,999,140.6799927,2,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.411522627,0,1
1,65,1,1120,1,54,0,1,0,0,0,0,0,4463,0,729,160,0,133,1,1,10,2,1,0,16,29,0,360,160,2,0,0,0,0,0,4,170,3.599999905,,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.40625,0,1
1,225,1,1120,0,151,0,1,1,2,0,0,0,11417,1126,2220,255,0,36,0,1,5,2,1,0,17.70000076,21.20000076,1,360,257,2,1,0,0,0,0,999,134,3.200000048,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.882352948,0,1
1,120,3,1120,0,88,0,1,0,0,0,0,1,7333,0,1152,149,0,37,1,1,14,2,2,0,16,36,1,360,149,1,0,0,0,0,0,1,715,1.799999952,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0.805369139,0,1
1,123,1,1120,0,60,3,1,1,0,0,0,0,3077,1918,1436,140,0,33,1,1,25,2,5,0,27,34,0,360,146,2,1,0,1,0,0,2,61,5.300000191,,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.878571451,0,1
1,170,1,1120,0,82,0,1,1,1,0,0,0,5865,1000,1944,455,0,180,4,1,11,1,2,0,28,29,0,180,466.5,2,0,0,0,0,0,1,603.5999756,3.900000095,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.373626381,1,1
1,135,1,1120,1,31,0,2,1,0,1,1,0,831,1761,769,150,0,30,0,1,4,2,1,0,29.60000038,32.79999924,1,360,152,3,1,0,0,0,0,999,38.59999847,3.200000048,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0.899999976,0,0
1,400,1,1120,0,342,0,1,1,2,0,0,0,28541,0,4362,549,0,221,2,1,20,1,1,0,13.30000019,20.89999962,0,360,550,2,0,0,0,0,0,2,2337,3.200000048,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.728597462,0,1
1,139,1,1120,0,70,0,1,1,1,0,1,0,4083,1775,750,148,0,17,4,1,37,1,3,0,12,20,1,60,148,1,1,0,0,0,0,1,55,3.200000048,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.939189196,1,1
1,87,1,1120,0,54,3,1,0,0,0,0,0,3249,1186,1181,123,0,204,2,1,15,2,1,0,28,37,0,180,123,1,0,0,0,0,0,2,289,4.300000191,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.707317054,0,1
1,210,1,1120,0,54,0,1,1,0,0,0,0,7190,0,2040,262,0,54,0,1,8,2,1,0,28.39999962,31.60000038,1,360,262,2,0,0,1,0,0,999,96,1.799999952,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.801526725,0,1
1,113,1,1120,1,65,1,1,0,0,0,0,0,2416,2726,1223,125,0,25.60000038,1,1,8,2,5,0,23.79999924,35.79999924,0,360,137,2,1,0,0,0,0,3,19.70000076,3.200000048,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0.903999984,0,1
1,216,3,1120,0,89,0,1,1,2,0,1,0,3800,3600,2082,300,0,3,1,0,17,4,3,0,30,41,1,360,300,2,0,0,0,0,0,1,88,3.200000048,,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0.720000029,0,1
1,232,3,1120,0,72,0,1,1,0,0,0,1,3900,2094,2400,282.5,0,68.59999847,4,1,15,2,2,0,37,44,1,360,282.5,2,0,0,0,0,0,1,79.19999695,3.200000048,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0.821238935,1,1
1,60,1,1120,0,32,1,1,1,0,0,1,0,2688,0,830,216,0,373,2,1,10,2,1,0,31,32,1,360,216,1,0,0,0,0,0,2,-7,3.200000048,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.277777791,0,1
1,130,1,1120,0,63,0,1,1,0,0,0,0,3773,1500,1464,200,0,72,2,1,16,2,1,0,28,37,0,360,190,2,0,0,0,0,0,3,177,3.099999905,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.649999976,0,1
1,230,1,1120,0,99,0,1,1,2,0,1,0,8209,0,2452,337.5,0,17.13999939,1,1,28,2,1,0,25.89999962,32,0,360,340,2,0,0,0,0,0,2,155.7700043,3.099999905,,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.681481481,0,1
1,94,1,1120,0,34,3,1,1,4,1,1,0,2071,754,1031,117,12,21,1,1,10,1,1,1,36,44,1,480,117,2,0,0,0,0,0,3,80,3.200000048,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0.803418815,0,1
1,136,1,1120,0,64,3,1,0,0,0,1,0,5316,0,1470,170,0,46,2,1,6,2,1,0,29,34,0,360,170,2,0,0,0,0,0,2,80,3.200000048,,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.800000012,0,1
1,144,1,1120,0,100,1,1,1,0,0,1,0,4750,3583,1541,160,0,29,2,1,21,2,2,0,18.89999962,26.60000038,0,360,161,2,1,0,0,0,0,2,62,3.099999905,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0.899999976,0,1
1,139,1,1120,0,63,8,1,1,0,0,0,0,2929,2333,1556,146,0,27,1,1,23,1,1,0,28,35,0,360,148,2,1,0,0,0,0,1,61,3.200000048,,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.952054799,0,1
1,118,1,1120,0,58,6,1,1,1,0,0,0,4873,0,1202,132,0,12,2,1,13,2,1,0,26,27,0,360,132,2,1,0,0,0,0,2,42,10.60000038,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.893939376,0,1
1,127,1,1120,0,47,3,1,1,1,1,1,0,2059,1946,1272,141,0,23,3,1,17,2,1,0,34,39,0,180,147,2,0,0,0,0,0,2,52,3.200000048,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.900709212,1,1
1,70,1,1120,0,44,1,1,1,2,0,0,0,1733,1952,869,88,0,8,2,1,12,1,1,0,20.88999939,31.70000076,0,360,97,2,0,0,0,0,0,1,70,3.099999905,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.795454562,0,1
1,152,3,1120,0,92,0,1,1,0,0,1,0,3572,4114,1639,190,0,62,2,0,14,2,2,0,21.29999924,21.89999962,0,360,198,2,0,0,0,0,1,1,148.1999969,4.300000191,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0.800000012,0,0
1,170,1,1120,0,89,1,1,0,1,0,0,1,7451,0,1491,280,0,204.1999969,1,1,10,1,1,1,24,37,0,360,285,2,0,0,0,0,0,4,482.0599976,3.200000048,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0.607142866,0,1
1,79,1,1120,0,55,1,1,1,0,0,0,0,4107,5202,1056,147,0,48,1,1,40,1,1,0,11,43,0,360,147,2,0,0,0,0,0,1,348,3.200000048,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.537414968,0,1
1,131,1,1120,0,144,8,1,0,0,1,1,0,12000,0,1385,164,0,81.5,2,1,5,2,2,0,11.5,19.39999962,0,360,180,1,0,0,0,0,0,1,86.5,3.200000048,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.798780501,0,1
1,150,1,1120,0,31,1,3,0,0,0,0,0,2814,3423,1308,187,0,19,2,1,12,1,1,0,21,38.40000153,0,360,187,3,0,0,0,0,0,3,94,5.300000191,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0.802139044,0,1
1,100,1,1120,0,46,9,1,1,2,0,0,0,3825,0,1160,202,0,32,1,1,8,2,1,0,30,31,0,240,202,2,0,0,0,0,0,1,221,3.200000048,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.495049506,0,1
1,111,1,1120,0,49,0,1,1,2,0,0,0,1708,2358,1292,120,0,30,1,1,14,2,5,0,29,32,0,360,122,2,1,0,1,0,0,2,44,3.200000048,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0.925000012,0,0
1,118,1,1120,1,60,0,1,0,0,0,0,0,5050,0,1264,131,0,4,1,1,10,2,3,0,22,35,0,360,132,1,0,0,0,0,0,2,59,3.900000095,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0.900763333,0,0
1,490,1,1120,0,223,5,1,1,0,0,0,0,17368,1179,4864,613,0,134,2,1,21,1,1,0,28,39,0,360,621,2,0,0,0,0,0,1,534,3.200000048,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.79934746,0,1
1,155,2,1120,0,84,0,1,0,0,0,0,0,3583,3435,1609,199,0,56.40000153,1,1,10,2,1,0,22.93000031,23.39999962,0,360,200,2,0,0,0,0,0,999,132,3.200000048,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.778894484,0,1
1,185,1,1120,0,275,8,1,1,1,0,1,0,14583,0,2411,460,0,365,2,1,0,1,1,0,17,30,0,180,460,2,0,0,0,0,0,2,1628,3.099999905,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.402173907,0,1
1,176,1,1120,0,74,1,3,1,2,1,1,0,3415,3086,1774,195.8999939,0,23.5,2,1,8,2,5,0,27.29000092,38,0,360,196,3,1,0,0,1,0,3,43.5,3.200000048,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0.898417592,0,1
1,82,1,1120,0,27,1,2,1,1,0,0,1,2458,0,456,102,0,41,1,1,4,1,1,0,18.60000038,23.39999962,0,360,102,3,0,0,0,0,0,3,37.09999847,1.799999952,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0.80392158,0,1
1,154,1,1120,0,65,1,1,1,0,0,0,0,3167,2283,1608,162,0,20,3,1,13,2,2,0,30,36,0,360,162,2,1,0,0,0,0,1,32,1.799999952,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.950617313,1,1
1,85,1,1120,0,43,1,1,1,1,0,0,0,2214,1398,864,110,0,34,1,1,4,2,1,0,24,25,0,360,125,2,0,0,1,0,0,1,71,3.200000048,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.772727251,0,1
1,140,1,1120,0,83,0,1,1,0,0,0,0,4562,2291,1582,284,0,91,0,1,9,2,1,0,23.10000038,30.70000076,0,360,285,2,0,0,0,0,0,999,508,3.200000048,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.492957741,0,1
1,186,1,1120,0,67,0,1,1,0,0,0,0,3189,2367,2038,207,0,32,1,1,13,2,1,0,32,37,0,360,207,2,1,0,0,0,0,1,35,3.200000048,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.898550749,0,1
1,106,1,1120,0,84,3,1,1,0,0,0,0,7083,0,1090,132,0,51,1,1,34,1,5,0,16,33,0,360,132,2,0,0,0,0,0,2,85,3.200000048,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0.803030312,0,1
1,166,1,1120,1,112,0,1,1,0,0,0,1,9304,0,1995,207,0,47,0,1,11,1,1,0,21.39999962,37.79999924,1,360,218,1,0,0,0,0,0,999,78,3.200000048,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.801932395,0,1
1,95,1,1120,0,30,1,2,0,0,0,1,0,2532,0,544,105,0,13,1,1,7,2,2,0,21.5,28.29999924,0,360,105,3,1,0,1,0,0,3,32,3.200000048,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0.90476191,0,1
1,100,1,1120,0,47,0,1,1,0,0,0,1,3907,0,1016,187,0,303,1,1,5,1,5,0,26,26,0,360,199,1,0,0,0,0,0,2,505,3.200000048,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0.534759343,0,1
1,131,1,1120,0,64,1,1,1,0,0,0,0,3754,1575,1451,138,0,19,1,1,2,2,1,0,26,28,0,360,138,2,1,0,0,0,0,2,41,3.900000095,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.949275374,0,1
2,50,3,1120,0,43,0,1,0,0,1,1,1,6356,0,613,75,0,40,2,1,4,2,4,0,9.640000343,10.39999962,0,360,75,2,0,0,1,0,0,1,48,10.60000038,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.666666687,0,1
1,135,1,1120,0,84,3,1,1,2,0,0,0,4641,2380,1524,276,0,83.09999847,2,1,4,1,1,0,26.70000076,29.89999962,0,360,276,2,0,0,0,0,0,3,259,3.900000095,,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.489130437,0,1
1,224,1,1120,0,90,0,1,1,1,0,0,0,3413,4053,2175,255,0,25,2,1,9,1,1,0,30.70999908,37.5,0,360,255,2,1,0,0,0,0,2,112,3.099999905,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0.87843138,0,0
1,82,1,1120,0,70,8,1,1,0,0,0,0,3708,1708,898,91,0,217,1,1,11,2,1,0,17,35,1,360,115,1,1,0,1,0,0,1,242,1.799999952,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.901098907,0,1
1,159,1,1120,0,82,6,1,1,1,0,0,1,3102,3699,1632,199,0,65,2,1,15,2,1,0,24,29,0,360,200,2,0,0,0,0,0,2,84,3.200000048,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.798994958,0,1
1,102,1,1120,0,666,5,1,1,0,1,0,0,1542,4229,987,128,0,43,3,1,13,1,1,1,18,35,0,360,128,2,0,0,1,1,0,3,411,4.300000191,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.796875,1,1
1,185,1,1120,0,85,3,1,1,0,0,0,0,7950,0,1996,205,0,36.59999847,1,1,9,2,1,0,25.10000038,34.09999847,0,360,205,2,1,0,1,0,0,3,22.70000076,4.300000191,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.902438998,0,1
1,163,3,1120,0,58,0,1,1,3,0,0,0,3829,1103,1735,290,0,23.89999962,2,0,12,4,6,0,30.44000053,36.40000153,0,360,320,1,0,0,1,0,0,1,-69.59999847,3.200000048,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0.562068939,0,0
1,175,2,1120,0,94,0,1,1,0,0,0,0,5568,2142,1577,235,0,69,1,1,14,1,2,0,21,22,1,360,235,2,0,0,0,0,0,1,321,1.799999952,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.744680822,0,1
1,259,1,1120,0,125,0,1,0,0,0,0,0,10408,0,2730,288,0,26,1,1,31,1,1,0,26,40,1,360,288,2,1,0,1,0,0,3,85,3.599999905,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.899305582,0,1
2,150,1,1120,0,110,3,2,1,2,0,0,1,4767,4333,1428,210,0,119,1,1,31,2,2,0,18,28,0,360,210,3,0,0,0,0,0,1,692,3.599999905,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0.714285731,0,1
1,100,1,1120,0,54,9,2,1,2,0,0,0,3411,975,1053,190,0,85,2,1,19,1,1,0,25,36,0,360,216.8000031,3,0,0,0,0,0,1,715.9099731,3.900000095,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0.526315808,0,1
1,152,1,1120,0,71,0,1,1,0,0,0,0,5952,0,1761,190,0,48.59999847,2,1,1,2,1,0,28,38,0,360,190,2,0,0,0,0,0,1,79.62599945,4.300000191,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.800000012,0,1
1,180,1,1120,0,100,1,1,1,2,0,0,0,5667,2667,1873,273,0,251,1,1,10,1,1,0,22,23,0,360,280,2,0,0,0,0,0,2,494,3.200000048,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.65934068,0,1
1,90,1,1120,0,113,8,1,1,2,0,0,1,9537,0,1062,100,0,71,1,1,22,1,2,0,9,20,0,360,100,1,0,0,0,0,0,2,771,3.599999905,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.899999976,0,1
1,360,1,1120,0,870,0,1,1,3,0,0,0,72529,0,3881,450,0,43,0,1,5,4,6,0,5.300000191,5.599999905,1,360,450,2,0,0,0,0,0,999,1576,3.200000048,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0.800000012,0,0
1,185,1,1120,0,80,1,1,1,1,0,1,0,6700,2083,2055,350,0,523.7000122,1,1,10,1,2,0,23.39999962,26.10000038,0,360,357,2,0,0,0,0,0,999,649.7999878,3.099999905,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.528571427,0,1
1,44,1,1120,1,50,1,1,0,0,0,0,0,4166,0,557,74,0,72.30000305,1,1,5,2,2,0,13.32999992,15.5,0,360,74,1,0,0,0,0,0,3,127.3000031,3.200000048,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0.594594598,0,1
1,137,1,1120,1,122,3,1,0,0,0,0,0,2137,8980,1459,153,0,53,9,0,27,2,6,0,15,42,0,360,153,1,0,0,0,0,0,2,60,3.200000048,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0.895424843,1,0
1,81,1,1120,0,35,1,1,1,2,0,0,0,2957,0,919.2999878,101,0,29,2,1,16,2,1,0,29.89999962,40.79999924,0,360,115,2,0,0,0,0,0,2,97,3.900000095,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.801980197,0,1
1,104,1,1120,0,52,0,1,0,0,0,0,0,4225,0,1077,131,26,35,2,1,18,2,1,0,28,41,0,360,131,1,0,0,0,0,0,2,31,1.799999952,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.793893158,0,1
1,60,1,1120,1,29,0,1,0,0,1,1,0,2417,0,894,215,0,162,0,1,7,2,1,0,37,39.09999847,1,360,215,1,0,0,1,0,0,999,174,4.300000191,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.279069781,0,1
1,146,1,1120,0,200,8,1,1,2,0,0,1,16666,0,1468,182,0,57,2,1,32,1,2,0,8.199999809,21.79999924,1,360,182,2,0,0,0,0,0,1,189,10.60000038,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.802197814,0,1
1,216,1,1120,0,48,0,1,1,2,0,0,1,10550,0,2216,277,0,59,,1,10,1,1,0,21,22,1,360,358,2,0,0,0,1,0,2,1972,4.300000191,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.779783368,,1
1,153,1,1120,0,160,3,1,0,0,0,0,1,13333,0,1672,312,0,572,1,1,15,2,1,0,12,15,0,360,315,2,0,0,0,0,0,1,2212,10.60000038,,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0.490384609,0,0
1,322,1,1120,0,122,0,1,1,0,0,0,1,7375,2083,3130,435,0,168.8999939,3,1,12,1,5,0,33,35,1,240,435,2,0,0,0,0,0,3,705.8200073,3.200000048,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0.740229905,1,1
1,194,1,1120,0,86,9,2,1,0,0,0,0,4300,2014,1894,215,0,49,2,1,19,2,1,0,30,34,1,360,220,3,1,0,1,0,0,1,73.73400116,1.799999952,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0.902325571,0,1
1,207,1,1120,0,93,0,1,1,1,1,1,0,6250,1516,2174,230,0,22,1,1,26,2,1,0,28,38,1,360,235,2,1,0,1,0,0,2,36,3.099999905,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.899999976,0,1
1,188,1,1120,0,91,3,1,1,0,0,0,0,7583,0,2027,253,0,340,1,1,13,2,5,0,27,33,0,360,254,1,0,0,0,0,0,2,680,3.200000048,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0.743083,0,1
1,176,1,1120,0,77,1,2,0,0,0,1,0,3208,3180,1824,185,0,14,1,1,18,2,2,0,28,36,0,360,195,3,1,0,0,0,0,1,51,3.200000048,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0.951351345,0,1
1,93,1,1120,0,44,1,1,0,0,0,0,0,3692,0,1158,125,0,58,1,1,1,1,1,0,31,38,0,360,130,1,0,0,0,0,0,1,301,3.200000048,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0.744000018,0,1
1,145,1,1120,0,75,1,1,1,2,0,0,0,3665,2549,1508,161,0,14,2,1,25,2,2,0,24,32,0,360,161,2,1,0,0,0,0,3,44,3.200000048,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0.900621116,0,0
1,149,2,1120,0,50,0,1,1,2,0,1,0,4136,0,1287,165,0,34,1,0,2,2,4,1,31,31,1,480,166,2,0,0,0,0,0,3,65,3.900000095,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.903030276,0,1
1,257,3,1120,0,101,0,1,1,0,0,1,0,8449,0,2794,368,0,210,3,1,14,2,1,0,33,41,0,360,370,2,0,0,0,0,0,1,281,1.799999952,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.698369563,1,1
1,105,1,1120,0,35,1,1,0,0,0,0,0,2659,972,1153,110,0,18.19000053,1,1,11,2,2,0,28.5,30.5,0,360,112,2,0,0,0,0,0,999,27.49200058,3.900000095,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.954545438,0,1
1,370,1,1120,0,280,9,1,1,3,0,1,0,23803,0,3952,510,0,263,4,1,24,2,1,0,18,25,0,360,515,2,0,0,0,0,0,3,561,1.799999952,,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0.725490212,1,1
1,130,1,1120,0,66,1,1,0,0,0,0,0,3865,1640,1428,130,0,42,2,1,7,2,1,0,26,26,0,360,151,2,1,0,0,0,0,1,125,3.200000048,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
